,ig_oas_pct,hy_oas_pct,nfci,fed_assets_musd,tga_musd,on_rrp_musd,reserves_musd,m2_busd,gdp_busd_saar,ecb_assets_meur,boj_assets_100m_yen,net_liquidity_musd,m2_gdp_ratio,d_netliq_1w,d_netliq_4w,d_netliq_13w,d_reserves_1w,d_reserves_4w,d_reserves_13w,d_fed_assets_1w,d_fed_assets_4w,d_fed_assets_13w,d_tga_1w,d_tga_4w,d_tga_13w,d_rrp_1w,d_rrp_4w,d_rrp_13w,d_ecb_assets_1w,d_ecb_assets_4w,d_ecb_assets_13w,d_boj_assets_1w,d_boj_assets_4w,d_boj_assets_13w,d_ig_oas_1w,d_ig_oas_4w,d_ig_oas_13w,d_hy_oas_1w,d_hy_oas_4w,d_hy_oas_13w,d_nfci_1w,d_nfci_4w,d_nfci_13w,d_m2gdp_1w,d_m2gdp_4w,d_m2gdp_13w,z_netliq_4w,z_reserves_4w,z_global_cb_4w,z_m2_gdp,z_hy_oas,z_ig_oas,z_nfci,LiquidityScore,LiquidityImpulse_4w,LiquidityImpulse_13w
2023-07-26,1.23,3.91,-0.26542,8243344.0,543597.0,1749733.0,3172244.0,20772.0,28074.846,7186888.0,7416142.0,5950014.0,0.739879392392749,-60599.0,-55118.0,-41491.0,-58213.0,677.0,36589.0,-31208.0,-97570.0,-319424.0,12462.0,153026.0,251895.0,16929.0,-195478.0,-529828.0,-18606.0,-523719.0,-527334.0,0.0,87857.0,15416.0,-0.050000000000000044,-0.1100000000000001,-0.17999999999999994,0.020000000000000018,-0.35999999999999943,-0.7199999999999998,-0.014839999999999964,-0.04257,-0.08329,0.0,-0.01502647321485684,-0.013108569309470575,-0.30343249300961567,-0.11667704181320533,1.0514271200196483,-1.6401364203459274,1.5450472510658593,1.321900075919034,0.7857620791578684,0.2790665484433442,0.08223914474695071,
2023-08-02,1.21,3.96,-0.28123,8206764.0,517459.0,1770186.0,3189533.0,20746.9,28074.846,7189296.0,7485376.0,5919119.0,0.7389853536507378,-30895.0,-96691.0,-57437.0,17289.0,74544.0,99827.0,-36580.0,-91548.0,-297230.0,-26138.0,102018.0,248243.0,20453.0,-96875.0,-488036.0,2408.0,-30399.0,-530520.0,69234.0,69234.0,29858.0,-0.020000000000000018,-0.07000000000000006,-0.24,0.04999999999999982,-0.04999999999999982,-0.8300000000000001,-0.01580999999999999,-0.05223999999999998,-0.08844999999999997,-0.0008940387420112161,-0.0008940387420112161,-0.016592504802505292,-0.49468859676944366,0.2668372480181825,0.6331383609781837,-1.607292452162114,1.3319014711662363,1.4409243041567337,1.0833223462883768,0.18582799326805677,-0.1296613266859702,
2023-08-09,1.23,3.94,-0.29852,8208241.0,444594.0,1796519.0,3222856.0,20746.9,28074.846,7164560.0,7485376.0,5967128.0,0.7389853536507378,48009.0,4688.0,-105074.0,33323.0,56249.0,26427.0,1477.0,-88682.0,-294776.0,-72865.0,-69743.0,246928.0,26333.0,-23627.0,-436630.0,-24736.0,-42342.0,-552353.0,0.0,69234.0,29858.0,0.020000000000000018,-0.040000000000000036,-0.26,-0.020000000000000018,-0.010000000000000231,-0.8400000000000003,-0.017290000000000028,-0.06079000000000001,-0.09753,0.0,-0.0008940387420112161,-0.016592504802505292,0.007427118063189208,0.16567244333616268,0.5827361788149211,-1.5217453282836522,1.3292724810185323,1.1998556731794139,1.3828458376910708,0.34292136100488024,-0.08269904940654649,
2023-08-16,1.25,3.81,-0.31425,8145727.0,435795.0,1796725.0,3245971.0,20746.9,28074.846,7166516.0,7485376.0,5913207.0,0.7389853536507378,-53921.0,-97406.0,-213657.0,23115.0,15514.0,-2907.0,-62514.0,-128825.0,-311033.0,-8799.0,-95340.0,319575.0,206.0,63921.0,-416951.0,1956.0,-38978.0,-561994.0,0.0,69234.0,29858.0,0.020000000000000018,-0.030000000000000027,-0.24,-0.1299999999999999,-0.08000000000000007,-0.94,-0.015729999999999966,-0.06366999999999995,-0.10672999999999996,0.0,-0.0008940387420112161,-0.016592504802505292,-0.4966169933705952,-0.05552415738484138,0.5780361063261173,-1.4485483723731527,1.6110712270699734,0.9784573050107961,1.6140432073949513,0.18269079022473306,-0.3014345851685695,
2023-08-23,1.25,3.92,-0.32661,8139066.0,413787.0,1816533.0,3186789.0,20746.9,28074.846,7153069.0,7485376.0,5908746.0,0.7389853536507378,-4461.0,-41268.0,-214848.0,-59182.0,14545.0,-53383.0,-6661.0,-104278.0,-297189.0,-22008.0,-129810.0,351835.0,19808.0,66800.0,-434176.0,-13447.0,-33819.0,-577049.0,0.0,69234.0,29858.0,0.0,0.020000000000000018,-0.18999999999999995,0.10999999999999988,0.009999999999999787,-0.7599999999999998,-0.012360000000000038,-0.06119000000000002,-0.11507,0.0,-0.0008940387420112161,-0.016592504802505292,-0.20597914508131082,-0.059875319297807365,0.5795059769169962,-1.3849900177944747,1.2501981122257384,0.950669192290387,1.7481630853949441,0.2403514523825091,-0.03871509606083512,
2023-08-30,1.22,3.8,-0.33531,8121316.0,470800.0,1696819.0,3238345.0,20746.9,28074.846,7154855.0,7485376.0,5953697.0,0.7389853536507378,44951.0,34578.0,-128344.0,51556.0,48812.0,-71102.0,-17750.0,-85448.0,-264538.0,57013.0,-46659.0,421846.0,-119714.0,-73367.0,-558040.0,1786.0,-34441.0,-558803.0,0.0,0.0,29858.0,-0.030000000000000027,0.010000000000000009,-0.19999999999999996,-0.1200000000000001,-0.16000000000000014,-0.8900000000000006,-0.008699999999999986,-0.05408000000000002,-0.12176000000000001,0.0,0.0,-0.016592504802505292,0.18490202462495856,0.13135619608966334,0.08016111938073242,-1.3291250960564693,1.510059313682377,1.1939078656888886,1.796558081066031,0.39269057420371173,0.20686258093565496,
2023-09-06,1.23,3.86,-0.34082,8101318.0,470881.0,1606244.0,3307291.0,20720.4,28074.846,7168248.0,7414910.0,6024193.0,0.7380414482059848,70496.0,57065.0,-158820.0,68946.0,84435.0,-42460.0,-19998.0,-106923.0,-288007.0,81.0,26287.0,426125.0,-90575.0,-190275.0,-555312.0,13393.0,3688.0,-544467.0,-70466.0,-70466.0,86625.0,0.010000000000000009,0.0,-0.15999999999999992,0.06000000000000005,-0.08000000000000007,-0.4700000000000002,-0.005510000000000015,-0.042300000000000004,-0.12541000000000002,-0.0009439054447529793,-0.0009439054447529793,-0.016864417401621035,0.29838213376218903,0.32984997487757844,-0.29526342960519925,-1.3399271103067765,1.2944489810480067,1.0658374522117262,1.7841656751665596,0.3490958949697681,0.006174533964887874,
2023-09-13,1.24,3.85,-0.34051,8098779.0,521507.0,1546225.0,3335459.0,20720.4,28074.846,7153078.0,7414910.0,6031047.0,0.7380414482059848,6854.0,117840.0,-146053.0,28168.0,89488.0,10198.0,-2539.0,-46948.0,-289544.0,50626.0,85712.0,419389.0,-60019.0,-250500.0,-562880.0,-15170.0,-13438.0,-561313.0,0.0,-70466.0,86625.0,0.010000000000000009,-0.010000000000000009,-0.1399999999999999,-0.009999999999999787,0.040000000000000036,-0.3299999999999996,0.00031000000000003247,-0.026260000000000006,-0.12393999999999997,0.0,-0.0009439054447529793,-0.016864417401621035,0.6107138762777067,0.35307523192611234,-0.3307738372014594,-1.2907504390095912,1.2739018853111115,0.9459051201121792,1.6812886365203754,0.44010648704253397,0.2574156968178009,
2023-09-20,1.2,3.77,-0.33569,8024090.0,640296.0,1486984.0,3231649.0,20720.4,28074.846,7135734.0,7414910.0,5896810.0,0.7380414482059848,-134237.0,-11936.0,-151298.0,-103810.0,44860.0,-19909.0,-74689.0,-114976.0,-337970.0,118789.0,226509.0,363446.0,-59241.0,-329549.0,-550118.0,-17344.0,-17335.0,-574005.0,0.0,-70466.0,86625.0,-0.040000000000000036,-0.050000000000000044,-0.15000000000000013,-0.08000000000000007,-0.1499999999999999,-0.5500000000000003,0.004819999999999991,-0.009079999999999977,-0.11698999999999998,0.0,-0.0009439054447529793,-0.016864417401621035,-0.0895225434737225,0.08856006456007993,-0.32695959428280147,-1.2466189914441652,1.428318813604295,1.2785245973422965,1.5219733106603985,0.2220162252612622,-0.01833522712124691,
2023-09-27,1.21,4.03,-0.32661,8002064.0,681143.0,1442805.0,3170324.0,20720.4,28074.846,7141982.0,7414910.0,5878116.0,0.7380414482059848,-18694.0,-75581.0,-127016.0,-61325.0,-68021.0,-1243.0,-22026.0,-119252.0,-338850.0,40847.0,210343.0,290572.0,-44179.0,-254014.0,-502406.0,6248.0,-12873.0,-568625.0,0.0,-70466.0,86625.0,0.010000000000000009,-0.010000000000000009,-0.13000000000000012,0.26000000000000023,0.23000000000000043,-0.23999999999999932,0.009079999999999977,0.008699999999999986,-0.10376000000000002,0.0,-0.0009439054447529793,-0.016864417401621035,-0.43123429479246805,-0.5757584170849657,-0.29878651077394713,-1.2067251752220467,0.7246674570978189,1.1487834592026211,1.3130690822191955,-0.08476642042826239,-0.4774569946319741,-0.2815938241246559
2023-10-04,1.29,4.37,-0.3142,7955782.0,668009.0,1342031.0,3145720.0,20687.3,28424.722,7066454.0,7506502.0,5945742.0,0.727792518076342,67626.0,-78451.0,-70068.0,-24604.0,-161571.0,30731.0,-46282.0,-145536.0,-342530.0,-13134.0,197128.0,252568.0,-100774.0,-264213.0,-525030.0,-75528.0,-101794.0,-153241.0,91592.0,91592.0,90360.0,0.08000000000000007,0.06000000000000005,0.010000000000000009,0.33999999999999986,0.5100000000000002,0.3600000000000003,0.012410000000000032,0.026620000000000033,-0.08520999999999998,-0.010248930129642786,-0.010248930129642786,-0.012086874316406981,-0.43969379548242105,-1.1052839801140706,0.541157561853299,-1.795093389942196,-0.1794888139421262,0.3946865731805885,1.0673019962736954,-0.2968464961060545,-0.6459423910758226,-0.6123358160600815
2023-10-11,1.27,4.25,-0.30287,7952054.0,709160.0,1239382.0,3288945.0,20687.3,28424.722,7057055.0,7506502.0,6003512.0,0.727792518076342,57770.0,-27535.0,41072.0,143225.0,-46514.0,122338.0,-3728.0,-146725.0,-344869.0,41151.0,187653.0,194823.0,-102649.0,-306843.0,-580764.0,-9399.0,-96023.0,-149847.0,0.0,91592.0,90360.0,-0.020000000000000018,0.030000000000000027,0.0,-0.1200000000000001,0.3999999999999999,0.2999999999999998,0.011330000000000007,0.03764000000000001,-0.06513999999999998,0.0,-0.010248930129642786,-0.012086874316406981,-0.15166626533688157,-0.4060350060556672,0.5429947355380589,-1.7072459225744339,0.14259266443290367,0.5742136758185022,0.8522287756606025,-0.06154036937039396,-0.5016468564129279,-0.4871607797818207
2023-10-18,1.29,4.32,-0.2932,7933162.0,759878.0,1150781.0,3353881.0,20687.3,28424.722,7056700.0,7506502.0,6022503.0,0.727792518076342,18991.0,125693.0,11890.0,64936.0,122232.0,123424.0,-18892.0,-90928.0,-341390.0,50718.0,119582.0,228743.0,-88601.0,-336203.0,-582023.0,-355.0,-79034.0,-148794.0,0.0,91592.0,90360.0,0.020000000000000018,0.09000000000000008,0.010000000000000009,0.07000000000000028,0.5500000000000003,0.43000000000000016,0.009669999999999956,0.04248999999999997,-0.04261999999999999,0.0,-0.010248930129642786,-0.012086874316406981,0.7059336036321229,0.6102283644787806,0.5830162125557715,-1.6311496821749827,-0.048057516294085605,0.3783279377113346,0.6721180532483604,0.29666713037442716,0.07465090511316497,-0.18745824501887542
2023-10-25,1.3,4.37,-0.28719,7907830.0,834418.0,1100617.0,3261886.0,20687.3,28424.722,7037999.0,7506502.0,5972795.0,0.727792518076342,-49708.0,94679.0,22781.0,-91995.0,91562.0,89642.0,-25332.0,-94234.0,-335514.0,74540.0,153275.0,290821.0,-50164.0,-342188.0,-649116.0,-18701.0,-103983.0,-148889.0,0.0,91592.0,90360.0,0.010000000000000009,0.09000000000000008,0.07000000000000006,0.04999999999999982,0.33999999999999986,0.45999999999999996,0.006010000000000015,0.03942000000000001,-0.02177000000000001,0.0,-0.010248930129642786,-0.012086874316406981,0.5196153472294087,0.4155176895146492,0.4851514560055961,-1.5643986036449116,-0.18405181479650168,0.2784701846298225,0.5581530703062839,0.1678968982769274,0.25266331870518977,-0.11116965016641683
2023-11-01,1.33,4.47,-0.28628,7866664.0,820487.0,1079462.0,3267216.0,20696.7,28424.722,7019671.0,7557805.0,5966715.0,0.7281232161215156,-6080.0,20973.0,47596.0,5330.0,121496.0,77683.0,-41166.0,-89118.0,-340100.0,-13931.0,152478.0,303028.0,-21155.0,-262569.0,-690724.0,-18328.0,-46783.0,-169625.0,51303.0,51303.0,72429.0,0.030000000000000027,0.040000000000000036,0.1200000000000001,0.09999999999999964,0.09999999999999964,0.5099999999999998,0.0009100000000000219,0.02792,-0.005049999999999999,0.00033069804517360524,0.00033069804517360524,-0.01086213752922216,0.09225169511698213,0.5910679164215069,0.3927635274871111,-1.4867284328816481,-0.4572908324537498,-0.013428633486663687,0.5339545293878504,-0.04160219097934004,0.2552443051267145,-0.2274301842473968
2023-11-08,1.28,4.08,-0.29113,7860691.0,772686.0,1024451.0,3328908.0,20696.7,28424.722,7001618.0,7557805.0,6063554.0,0.7281232161215156,96839.0,60042.0,96426.0,61692.0,39963.0,106052.0,-5973.0,-91363.0,-347550.0,-47801.0,63526.0,328092.0,-55011.0,-214931.0,-772068.0,-18053.0,-55437.0,-162942.0,0.0,51303.0,72429.0,-0.050000000000000044,0.010000000000000009,0.050000000000000044,-0.3899999999999997,-0.16999999999999993,0.14000000000000012,-0.004850000000000021,0.011739999999999973,0.007390000000000008,0.0,0.00033069804517360524,-0.01086213752922216,0.31667033703599584,0.07990486682496692,0.35770543937575927,-1.4352888885988917,0.6331931908878053,0.4724004259371131,0.6103903146834739,0.20169056865262572,0.26323093802301967,-0.14123079235225452
2023-11-15,1.22,3.89,-0.29983,7814991.0,738562.0,944241.0,3391713.0,20696.7,28424.722,6998866.0,7557805.0,6132188.0,0.7281232161215156,68634.0,109685.0,218981.0,62805.0,37832.0,145742.0,-45700.0,-118171.0,-330736.0,-34124.0,-21316.0,302767.0,-80210.0,-206540.0,-852484.0,-2752.0,-57834.0,-167650.0,0.0,51303.0,72429.0,-0.06000000000000005,-0.07000000000000006,-0.030000000000000027,-0.18999999999999995,-0.43000000000000016,0.08000000000000007,-0.008699999999999986,-0.006629999999999969,0.014419999999999988,0.0,0.00033069804517360524,-0.01086213752922216,0.6006075035514885,0.06560756056748653,0.3444676382096519,-1.3888439507172625,1.1431649323686754,1.0438697978220757,0.7526463226085109,0.44305316872742556,0.1463860383529984,0.2603623785026925
2023-11-22,1.15,3.9,-0.31052,7810814.0,706017.0,931604.0,3453853.0,20696.7,28424.722,7001073.0,7557805.0,6173193.0,0.7281232161215156,41005.0,200398.0,264447.0,62140.0,191967.0,267064.0,-4177.0,-97016.0,-328252.0,-32545.0,-128401.0,292230.0,-12637.0,-169013.0,-884929.0,2207.0,-36926.0,-151996.0,0.0,51303.0,72429.0,-0.07000000000000006,-0.15000000000000013,-0.10000000000000009,0.009999999999999787,-0.4700000000000002,-0.020000000000000018,-0.010690000000000033,-0.023330000000000017,0.016089999999999993,0.0,0.00033069804517360524,-0.01086213752922216,1.1117028214530356,1.0282233003495633,0.41247708840508013,-1.3466343759611683,1.0886380390932835,1.6669980050723539,0.9256167380330947,0.7954027864810467,0.6275058882041193,0.5550513340985376
2023-11-29,1.11,3.8,-0.32187,7796145.0,739209.0,914187.0,3441581.0,20696.7,28424.722,6995799.0,7557805.0,6142749.0,0.7281232161215156,-30444.0,176034.0,189052.0,-12272.0,174365.0,203236.0,-14669.0,-70519.0,-325171.0,33192.0,-81278.0,268409.0,-17417.0,-165275.0,-782632.0,-5274.0,-23872.0,-159056.0,0.0,0.0,72429.0,-0.039999999999999813,-0.21999999999999997,-0.10999999999999988,-0.10000000000000009,-0.6699999999999999,0.0,-0.011349999999999971,-0.03559000000000001,0.013440000000000007,0.0,0.0,-0.01086213752922216,0.9457689852323115,0.8965293505560765,0.08513128070112053,-1.3080532604777175,1.330846876705874,1.9502496802973062,1.1030342789618766,0.7524401594280187,0.7940423504073587,0.35974958522430694
2023-12-06,1.12,3.79,-0.33241,7737385.0,682509.0,846498.0,3513374.0,20701.3,28424.722,7002047.0,7499632.0,6208378.0,0.7282850470797919,65629.0,144824.0,184185.0,71793.0,184466.0,206083.0,-58760.0,-123306.0,-363933.0,-56700.0,-90177.0,211628.0,-67689.0,-177953.0,-759746.0,6248.0,429.0,-166201.0,-58173.0,-58173.0,84722.0,0.010000000000000009,-0.15999999999999992,-0.10999999999999988,-0.009999999999999787,-0.29000000000000004,-0.06999999999999984,-0.010539999999999994,-0.04127999999999998,0.008410000000000029,0.0001618309582762656,0.0001618309582762656,-0.009756401126192915,0.7467139251221004,0.9409992151056846,-0.24469868796076094,-1.2637871951441404,1.3202576289974461,1.7756751541072293,1.2571167893862414,0.6308282718244274,0.42913770317180167,0.28173237685465924
2023-12-13,1.08,3.79,-0.34132,7739566.0,658440.0,823329.0,3540619.0,20701.3,28424.722,6993472.0,7499632.0,6257797.0,0.7282850470797919,49419.0,125609.0,226750.0,27245.0,148906.0,205160.0,2181.0,-75425.0,-359213.0,-24069.0,-80122.0,136933.0,-23169.0,-120912.0,-722896.0,-8575.0,-5394.0,-159606.0,0.0,-58173.0,84722.0,-0.040000000000000036,-0.1399999999999999,-0.15999999999999992,0.0,-0.10000000000000009,-0.06000000000000005,-0.008910000000000029,-0.04149000000000003,-0.0008100000000000329,0.0,0.0001618309582762656,-0.009756401126192915,0.6221755132156213,0.7008949935577304,-0.25671470943559477,-1.2315699959011703,1.284785381865186,2.0307686477163496,1.3737391794480713,0.5906683539996007,0.14761518527217515,0.15056186695706675
2023-12-20,1.06,3.43,-0.35035,7724063.0,732196.0,779143.0,3536105.0,20701.3,28424.722,6987406.0,7499632.0,6212724.0,0.7282850470797919,-45073.0,39531.0,315914.0,-4514.0,82252.0,304456.0,-15503.0,-86751.0,-300027.0,73756.0,26179.0,91900.0,-44186.0,-152461.0,-707841.0,-6066.0,-13667.0,-148328.0,0.0,-58173.0,84722.0,-0.020000000000000018,-0.08999999999999986,-0.1399999999999999,-0.3599999999999999,-0.46999999999999975,-0.33999999999999986,-0.009029999999999982,-0.03982999999999998,-0.014660000000000006,0.0,0.0001618309582762656,-0.009756401126192915,0.10270687994553009,0.2672078374325311,-0.27795456461924395,-1.2016973970887503,2.148299765360256,2.0892044872702713,1.483408214276237,0.5061410915673044,-0.2892616949137423,0.28412486630604217
2023-12-27,1.05,3.34,-0.35953,7712781.0,731405.0,818869.0,3446459.0,20701.3,28424.722,6899165.0,7499632.0,6162507.0,0.7282850470797919,-50217.0,19758.0,284391.0,-89646.0,4878.0,276135.0,-11282.0,-83364.0,-289283.0,-791.0,-7804.0,50262.0,39726.0,-95318.0,-623936.0,-88241.0,-96634.0,-242817.0,0.0,-58173.0,84722.0,-0.010000000000000009,-0.06000000000000005,-0.15999999999999992,-0.0900000000000003,-0.45999999999999996,-0.6900000000000004,-0.009180000000000021,-0.03766000000000003,-0.032920000000000005,0.0,0.0001618309582762656,-0.009756401126192915,-0.017451338066449006,-0.23501729080530845,-0.5711647333149694,-1.1738981535130413,2.2442303486952917,2.062216693944449,1.5858882294863887,0.3894764104207205,-0.36296374900729816,0.4742428308489829
2024-01-03,1.09,3.71,-0.36798,7681024.0,758448.0,719897.0,3262895.0,20773.2,28708.161,6935489.0,7564336.0,6202679.0,0.7235991187314298,40172.0,-5699.0,256937.0,-183564.0,-250479.0,117175.0,-31757.0,-56361.0,-274758.0,27043.0,75939.0,90439.0,-98972.0,-126601.0,-622134.0,36324.0,-66558.0,-130965.0,64704.0,64704.0,57834.0,0.040000000000000036,-0.030000000000000027,-0.19999999999999996,0.3700000000000001,-0.08000000000000007,-0.6600000000000001,-0.008449999999999958,-0.03556999999999999,-0.053779999999999994,-0.004685928348362123,-0.004685928348362123,-0.004193399344912252,-0.1721893332855193,-1.8306845894288755,0.4279490000363714,-1.399131391769105,1.2707500083607943,1.6676093387073467,1.6668837216747232,0.12166210644431585,-0.5091661653801115,0.41850860255037037
2024-01-10,1.04,3.5,-0.37657,7686710.0,747565.0,679961.0,3498748.0,20773.2,28708.161,6919847.0,7564336.0,6259184.0,0.7235991187314298,56505.0,1387.0,255672.0,235853.0,-41871.0,209803.0,5686.0,-52856.0,-265344.0,-10883.0,89125.0,38405.0,-39936.0,-143368.0,-559421.0,-15642.0,-73625.0,-137208.0,0.0,64704.0,57834.0,-0.050000000000000044,-0.040000000000000036,-0.22999999999999998,-0.20999999999999996,-0.29000000000000004,-0.75,-0.008590000000000042,-0.035250000000000004,-0.07370000000000004,0.0,-0.004685928348362123,-0.004193399344912252,-0.12685905161552113,-0.4849754228730084,0.3953985797314311,-1.3616547879653058,1.7333769763800304,1.9782561050249898,1.741399293396617,0.37514821943978527,-0.21552013455981545,0.43668858881017925
2024-01-17,1.02,3.62,-0.3847,7673741.0,748883.0,590191.0,3611719.0,20773.2,28708.161,6923651.0,7564336.0,6334667.0,0.7235991187314298,75483.0,121943.0,312164.0,112971.0,75614.0,257838.0,-12969.0,-50322.0,-259421.0,1318.0,16687.0,-10995.0,-89770.0,-188952.0,-560590.0,3804.0,-63755.0,-133049.0,0.0,64704.0,57834.0,-0.020000000000000018,-0.040000000000000036,-0.27,0.1200000000000001,0.18999999999999995,-0.7000000000000002,-0.00812999999999997,-0.03434999999999999,-0.09149999999999997,0.0,-0.004685928348362123,-0.004193399344912252,0.6209552870961674,0.2723845163164528,0.42678555203434065,-1.3270368674965414,1.3970040649399513,2.034270303060201,1.8004871217144054,0.6788889443035339,0.1727478527362295,0.3822218139291067
2024-01-24,0.99,3.44,-0.39188,7677230.0,799358.0,639560.0,3526683.0,20773.2,28708.161,6889268.0,7564336.0,6238312.0,0.7235991187314298,-96355.0,75805.0,265517.0,-85036.0,80224.0,264797.0,3489.0,-35551.0,-230600.0,50475.0,67953.0,-35060.0,49369.0,-179309.0,-461057.0,-34383.0,-9897.0,-148731.0,0.0,64704.0,57834.0,-0.030000000000000027,-0.06000000000000005,-0.31000000000000005,-0.18000000000000016,0.10000000000000009,-0.9300000000000002,-0.00718000000000002,-0.03234999999999999,-0.10469,0.0,-0.004685928348362123,-0.004193399344912252,0.3261861091073076,0.29930554728758524,0.6247116431349888,-1.2949317538586653,1.7697281023057998,2.147985135410993,1.8385575226140973,0.6804948690183721,0.2910184585976516,0.5125979707414448
2024-01-31,1.02,3.59,-0.39812,7630124.0,841550.0,615379.0,3526230.0,20773.2,28708.161,6887588.0,7564336.0,6173195.0,0.7235991187314298,-65117.0,-29484.0,206480.0,-453.0,263335.0,259014.0,-47106.0,-50900.0,-236540.0,42192.0,83102.0,21063.0,-24181.0,-104518.0,-464083.0,-1680.0,-47901.0,-132083.0,0.0,0.0,6531.0,0.030000000000000027,-0.07000000000000006,-0.31000000000000005,0.1499999999999999,-0.1200000000000001,-0.8799999999999999,-0.006239999999999968,-0.03014,-0.11184,0.0,0.0,-0.004524097390085857,-0.3405834021028344,1.460583357166996,-0.0018109388172689866,-1.2650494583406129,1.3727969270603197,1.849466361107449,1.8584150310893603,0.38386448504831683,0.262202378604001,0.42546667602765686
2024-02-07,1.0,3.43,-0.40504,7631300.0,802135.0,553055.0,3599323.0,20861.2,28708.161,6865402.0,7604307.0,6276110.0,0.7266644491787545,102915.0,16926.0,212556.0,73093.0,100575.0,270415.0,1176.0,-55410.0,-229391.0,-39415.0,54570.0,29449.0,-62324.0,-126906.0,-471396.0,-22186.0,-54445.0,-136216.0,39971.0,39971.0,46502.0,-0.020000000000000018,-0.040000000000000036,-0.28,-0.1599999999999997,-0.06999999999999984,-0.6499999999999999,-0.006920000000000037,-0.028469999999999995,-0.11391000000000001,0.00306533044732471,0.00306533044732471,-0.0014587669427611472,-0.04218248270502078,0.39607060529708427,0.2688996017783402,-1.0768556105656988,1.694914417241896,1.912611244465202,1.8849798184568813,0.49723984874878097,0.1220916293089957,0.2955492800961552
2024-02-14,0.98,3.38,-0.41188,7633874.0,838005.0,575332.0,3540945.0,20861.2,28708.161,6861417.0,7604307.0,6220537.0,0.7266644491787545,-55573.0,-114130.0,88349.0,-58378.0,-70774.0,149232.0,2574.0,-39867.0,-181117.0,35870.0,89122.0,99443.0,22277.0,-14859.0,-368909.0,-3985.0,-62234.0,-137449.0,0.0,39971.0,46502.0,-0.020000000000000018,-0.040000000000000036,-0.24,-0.050000000000000266,-0.2400000000000002,-0.5100000000000002,-0.006840000000000013,-0.027180000000000037,-0.11205000000000004,0.0,0.00306533044732471,-0.0014587669427611472,-0.8771374522391989,-0.7187699990357957,0.2358826423687321,-1.0573504073263849,1.7487360810259942,1.9674057002114633,1.906833713534425,0.10516491528713882,-0.5737240290163951,-0.3378882534402867
2024-02-21,0.94,3.34,-0.41978,7581683.0,785465.0,574882.0,3565999.0,20861.2,28708.161,6842684.0,7604307.0,6221336.0,0.7266644491787545,799.0,-16976.0,48143.0,25054.0,39316.0,112146.0,-52191.0,-95547.0,-229131.0,-52540.0,-13893.0,79448.0,-450.0,-64678.0,-356722.0,-18733.0,-46584.0,-158389.0,0.0,39971.0,46502.0,-0.040000000000000036,-0.050000000000000044,-0.20999999999999996,-0.040000000000000036,-0.10000000000000009,-0.56,-0.007899999999999963,-0.02789999999999998,-0.10925999999999997,0.0,0.00306533044732471,-0.0014587669427611472,-0.24385258966178547,0.007105351032848572,0.29507808917934253,-1.03886810194998,1.7759501456232825,2.1364248522768783,1.9395460602530568,0.43274934198739634,-0.24774552703097574,-0.36265344449365033
2024-02-28,0.98,3.31,-0.42791,7567807.0,785821.0,569855.0,3567552.0,20861.2,28708.161,6830940.0,7604307.0,6212131.0,0.7266644491787545,-9205.0,38936.0,69382.0,1553.0,41322.0,125971.0,-13876.0,-62317.0,-228338.0,356.0,-55729.0,46612.0,-5027.0,-45524.0,-344332.0,-11744.0,-56648.0,-164859.0,0.0,39971.0,46502.0,0.040000000000000036,-0.040000000000000036,-0.13000000000000012,-0.029999999999999805,-0.2799999999999998,-0.48999999999999977,-0.008130000000000026,-0.02979000000000004,-0.10604000000000002,0.0,0.00306533044732471,-0.0014587669427611472,0.1212495032272186,0.020272453558901945,0.2523349309199313,-1.0213223052795275,1.779618171124614,1.8031852001597697,1.9705973161857953,0.5259736920894125,0.14210920704109564,-0.2264664673386062
2024-03-06,1.01,3.27,-0.43423,7538857.0,767733.0,456847.0,3626176.0,20900.9,28708.161,6819969.0,7564231.0,6314277.0,0.7280473312101043,102146.0,38167.0,105899.0,58624.0,26853.0,112802.0,-28950.0,-92443.0,-198528.0,-18088.0,-34402.0,85224.0,-113008.0,-96208.0,-389651.0,-10971.0,-45433.0,-182078.0,-40076.0,-40076.0,64599.0,0.030000000000000027,0.010000000000000009,-0.1100000000000001,-0.040000000000000036,-0.16000000000000014,-0.52,-0.006319999999999992,-0.029189999999999994,-0.10182000000000002,0.0013828820313498413,0.0013828820313498413,-0.0002377158696875714,0.11514962504118273,-0.07618646260991836,-0.31492813441788337,-0.931674803100733,1.8030845189215219,1.5616846946469953,1.9744673498249548,0.4176315368248419,-0.07960831192393908,-0.21319673499958547
2024-03-13,0.95,3.15,-0.43783,7541969.0,768369.0,521738.00000000006,3624633.0,20900.9,28708.161,6813189.0,7564231.0,6251862.0,0.7280473312101043,-62415.0,31325.0,-5935.0,-1543.0,83688.0,84014.0,3112.0,-91905.0,-197597.0,636.0,-69636.0,109929.0,64891.00000000006,-53593.99999999994,-301590.99999999994,-6780.0,-48228.0,-180283.0,0.0,-40076.0,64599.0,-0.06000000000000005,-0.030000000000000027,-0.13000000000000012,-0.1200000000000001,-0.22999999999999998,-0.6400000000000001,-0.003599999999999992,-0.025949999999999973,-0.09650999999999998,0.0,0.0013828820313498413,-0.0002377158696875714,0.06896120598421993,0.3057772977798564,-0.32064063081045546,-0.9179488365243725,1.981626114316811,1.8781443894472638,1.9439406448074033,0.49707856193107525,0.3919136466439364,-0.09358979206852547
